sentiment, sentence
4,"Its good, works smoothly"
1,Owned for less than 2 months
4,Jut the job
4,is a great phone is fast
1,feel so bad
5,Finally I can have a light up fresh wreath without any messy wires
2,"It's polyester, not cotton."
3,"Not Top-of-the-Line, But will get the job done."
1,Battery Guzzler
4,Lucky Customer maybe?
1,"Product says Unifying Receiver"" but I got only Nano Receiver"""
3,Keyboard
2,"Good for permanent use, bad for laptop"
3,USB dongle is susceptible to noise. Plugged into left ...
1,"Really horrible keyboard and mouse.. doesn't stay connected, mouse doesn't work and click..."
5,Can't go wrong.
1,PRIME MEMBERSHIP PISSED
1,"After a short amount of time the e"" key stopped ..."""
3,"Light lasted 2 months, mouse itself still functions."
1,I expect a lot more from Logiitech!
5,All 5 stars!
1,Missing Items
1,0/10
3,The phone is in excellent working condition but dries the battery too fast
1,Do not waste money
5,lovely phone case looks smart and fast delivery very
2,really crap products.
1,Do not buy if you expecting to work with unify receiver
5,Terrific Phone
2,Got used products with parts missing!
2,FAILED AFTER 1 YEAR - Keep quiet and look pretty
1,Does Not Work
1,not 4 gaming
5,Good Qualiry
5,Ideal connector
1,Ooops money wasted.
5,A good gift for my teenage sister
1,Product is not as advertised
3,Too weak Not good Some times the mouse works Most of the time ...
1,DO NOT BUY- AMAZON REFUND PLZ
2,Keys are different
3,satisfactory
5,Like
1,Stopped working after 5 months
3,Not Christmas Yet
2,Arrived broken
2,... protector 2 stars because though it does go on easily and is durable
4,Bought to use part-time on my back porch patio set ...
4,LED LIGHT
1,Defective iPhone was sent
1,Waste of time.
3,Not for gamers!
1,"Had this phone for a couple months, never dropped ..."
3,"Keyboard works great, but mouse quit working"
5,The case is of very high quality and strength and for sure will prevent damage to some wonderful headphones. Thank you Clive Dro
1,don't buy it if you do a lot of clicking cause it won't regester you have to wait like 2 seconds if you wanna do fast
1,NOT an 8-core Processor
1,Horrible Customer Service
1,don't waste your money
1,Not even six months
3,Needs audio jack
1,MK270 some are unifying but this one is not so beware
5,Amazing buy
5,Amazing buy
5,Splen and tastic!
1,Losing Picture
1,1 star doesnt work right
3,Disappointed
3,Disappointed
1,It might be good for right-handers
5,Great phone for the price
1,Just wow...
2,... at all then the whole system crashed I wouldn't recommend this phone for long term usage they don't last
1,Not happy with the purchase
1,"Mouse was defective, but the seller replaced it with a working one, which then stopped working after a few days."
1,Not happy at all
5,Neat unit
2,i just got it and been trying to charge it ...
2,Not Unified
3,This is an older non-unifying device!
4,"good, but camera.."
1,Do not waste your money!
5,Good Phone
3,"Okay for the price, wasn't crazy about it overall"
1,TERRIBLE!!
2,I really wanted this mouse. It shipped quickly with ...
3,It's better than a broken mouse though
1,Don't buy here
1,Has never worked
3,"good mouse for its price, but not perfect."
5,Very impressed
1,Really annoyed with this product
5,So Pretty!
1,Dooooo not buuuyyy
3,It's alright...
5,Worth having
5,Just what was required
1,It's n of phone just acts up a lot name ...
5,Just as good as the $600
5,Excellent product
5,Excellent product
5,Excellent product
5,Excellent product
5,Excellent product
1,Bad refurbished phone
5,Spigen (R) is the best clear gel / rubber case
2,"Better design than others, faulty workmanship"
1,STAY AWAY
5,Lovely phone case
1,"Stopped working after one day, the top said no ..."
3,Ehhhh you get what you pay for. Too small of a mouse.
1,so I wouldn't recommend the phone unless you want to use it purely ...
3,Love the fact that the keyboard and mouse works right ...
1,Not a quality product
1,seriously disappointed
2,Below average
2,Below average
1,I bought this thinking it would protect my screen and ...
3,sturdy and it works
1,Warning on refurbished phone!
2,Bad battery life
5,Really good case! Been using it for a year and ...
1,"otherwise its a good keyboard, good feel and reasonably quiet"
5,I actually had to turn down the volume whereas before everything sounded like it was coming from an under-powered sound source
2,Pretty terrible actually
2,So so product
2,the packaging and price was good but the case didn't fit my phone properly it ...
5,A lovely product
1,"The mouse works fine, but the keyboard being so"
1,Crap. Stopped working after 6 weeks
5,This phone is awesome. It was everything I wanted to be
1,... but since my service with the phone is so terrible it has encouraged me to get my phone fixed ...
1,Logitech lett down on this.
1,Broken after 2 weeks
5,Gorgeous I phone 8 cover 😀😀😀
1,Wont work after 2 weeks
1,Loses connection when other USB devices are attached
1,Battery died after only 2 months
2,"sticky key, don't know how to contact seller"
3,Warning: It Does Not Come With the Logitech Unifying Receiver.
5,BETTER THAN MY EXPECTATIONS
1,I thought it was going to be good but it turn out to be trash battery die ...
2,Not yet functioning
5,It's good
3,Good but no Webcam!
1,NOT DROPOUT FREE!
5,I'm very pleased with the product
1,THIEVES THIEVES THIEVES!!!!!!!!!
1,Doesn't seem like the package is safe enough
3,mouse didn't work purschured another locally
5,Easy to use
5,Easy to use
5,No problem
3,ok
5,The phone works great! And it made it here in a timely ...
1,Don't waste your
5,Great During Workouts
1,But other then that good phone.
3,Doesn't work well for me
5,Make sure you’re phone model is compatible.
5,However it was easy to return and money refunded in a prompt manner
1,Do Not Recommend
3,A lil big but very cool !!!
5,Does what it says on the tin
1,"Half of the lights didn't work, it was the ..."
1,Don't buy it! A waste of money
3,"For the money, it's good."
1,Phone faulty
1,Stopped working in a month!
1,but it would be nice if it actually worked
3,Scroll wheel goes wonky after a year.
5,Love Them
4,Great for iPhone 8+.
1,Some of the keys don't register
2,Windows 8.1 Pro compatibility issue?
3,Not for the left handed
5,Buy these over Dr Dre's Beats anyday....
2,Worked great when I first got it
3,Issues
3,Lost Signal Happens Often
1,... no cable and headphones phone is not working in good condition.
2,"Great price, but for some reason this"
5,Great investment!
1,Worked great at first
2,"The changing colors look awesome, but it didn't last very long"
5,So cute!
1,completely fraudulent & garbage!!
5,It's still working like new.
5,Really good phone for the price and got the job done. Highly recommend this phone!
3,"It's fine, but a little chinsy"
1,Disappointed. My old 4 years old mouse (that come ...
1,... this combo at first due to it being a easy install and having all the easy access buttons for ...
1,Didn't work. The USB dongle was missing on arrival ...
3,Some issues.
5,Cutest and prettiest teepee tent ever
3,The cord brakes :(
1,Not a Unifying devaice and very buggy.
5,I love this headphones
4,Smartphone..  6...Gold..64 gb..
4,Decent
5,Google Assistant integration takes these over the top
1,don't buy it
1,Don’t bother. Questionable quality.
4,Low price works fine!
1,Movil
4,Works good and durable
5,Great Cover
5,"Product Link: [[ASIN:B01EYT1URO BLU Studio X8 HD - 5.0 GSM Unlocked Smartphone -Black]]"""
5,USB A 2.0 female to Micro USB male Adapter Cable WITH OTG
1,Where's my cable?
1,"Broken on arrival, no company response."
1,WTF?
3,Worth it only if you get it under $80 (HP Pavilion 21.5-Inch IPS LED HDMI VGA Monitor)
1,The scrolling wheel break for no reason after be used ...
4,Battery holds up just fine and everything else works as it should
1,Battery drains right away
1,Several keys not working
5,Excellent phone with ability to have 2 phone lines
1,Seemed nice at first
5,Great price and great condition
5,Looks and feels good
5,I'm very pleased with the product - knowing this type of purchase ...
5,Cheaper at walmart for more gigs
5,Excellent refurbished iPhone 6
5,Nice Texture and Feel - Fills Case exactly to Size
1,Right side disconects/breaks after moderate use
5,5 pack
5,iPhone 6s case
5,Amazon the right choice to shop
5,Exceeded my expectations even though some reviews were shady
3,The mouse works very well but if the keyboard is ...
2,Don't wast your money!!
3,Average - good value for money
3,it’s not flashy but if you’re just looking for a basic wireless keyboard and mouse in one combo to simplify things it’s great. T
1,False advertised
5,It's a must
3,Kinda Disappointed
5,feels like I've got a new phone
1,"Cool mouse, but the DPI button broke after 4 ..."
2,Worked fine for several months and all of a sudden it ...
1,mouse loses connection
1,Save the money and buy a better quality set
4,Really Good case
5,Great cables.
2,Mouse died on me within 2 months
3,Weird Glitch with Skype
1,Disappointed in this Logitec wireless keyboard and mouse
1,Quite literally buy at own risk
1,It does not work with the data plan it was ...
5,Finally an affordable phone that is decent... ...
3,Bad software
2,Updated after second mouse!
2,Works properly but there are marks all over it
3,It came with an Apple ID already associated with it ...
3,Its just OK
3,not at all true colors: not for artists or photographers!
2,... gaming and just want to show your friends a cool light up mouse with buttons this is a buy ...
5,Works great! It should be clearer from the website which ...
2,Large crack when opened
4,Overal i think is i pretty good product the packaging is not the best but ...
1,"Very Laggy, gets stuck every 3 seconds"
5,Great cover. Very slick and smart looking
5,Night shift vampire
1,Actiavtion lock Bypass :D
1,Do Not waste you're money.
3,Keyboard occasionally stops responding
2,Stopped working
2,but my keyboard the tab and letter Q don't like to work
5,Perfect present
1,Terrible lag with this keyboard and mouse
1,a peice of garbage!
5,"Good fit, protective case, and you can carry a power bank with your speaker"
3,Not too bad at all! Just not the real thing.
2,Not too thrilled
1,Used not refusbished
5,It's an iPhone 😊
1,The phone is ok. It looks slick. The ...
5,Has a beautiful and simple design
5,I would buy again !!
5,"The phone looks great, the system runs great"
5,with a good battery life
5,Very happy with my purchase
3,"Its range is mediocre, about 6 feet unobstructed. ..."
2,Everything was fine except for the fact that i was unable to ...
5,So far it's working great. We received the phone and it's in like ...
2,"Great product, for about two months.... Would not recommend..."
1,Piece of junk always looses connection and have to take ...
2,This mouse is actually pretty big and at first its not that handy but ...
5,VERY HAPPY WITH THIS
5,nice one fella
1,Bad screen.
1,Broken screen saver
2,"Battery fails after only 7 mos., data cable fails after 4 mos., ringer toggle loose & turns self off and on"
5,Best buy
5,I think its a nice phone case
3,Eh display
1,... for a few months and then turned to absolute crap.
2,No better than cheaper products
1,Worst Wireless Keyboard I Have Ever Purchased!!!!!!!!!!!!!
2,ouch
2,Would not buy again
3,A bit blurry
3,No cords
3,"kind of cheap, but work ok"
4,I'm blind. hard for me to use. Button's ...
3,) is not working most of the times like other keys
2,Good but Cheap
5,Wow.phone!!!
1,"This moniter will not work with an iMac, there ..."
5,the person who received it loved
2,Wired vs Wireless.
1,It didn't work.
4,Does the job nicely
5,love this game keeps you busy and the fact that ...
5,👍
5,👍
5,Excellent product at a reasonable price
3,like my Tact-X or G700
4,these earphones are the best I have had to this day
3,Upset
1,HORRIBLE HORRIBLE PHONE
1,The battery has been terrible on Thisbe phone since I bought it
5,Flawless condition and unlocked
1,The phone is not staying charged. I took it ...
2,Save your money unless you need a paper weight
1,HORRIBLE!! I WILL BE SENDING THIS PHONE BACK ...
1,-- NOT UNIFIED ADAPTER -- WARNING -- ANCIENT stock --
1,Stopes working
1,Refund requested
1,Don't do it!
4,I like it very very
5,Well appreciated gift to husband.
2,Works as long as I am no farther than 3 ...
1,Mouse didn't work at all...useless combo...BEWARE!
3,Not all devices work properly
1,Faulty poor quality
3,LOUD and the low quality matches the low price
5,"Well made, great wireless charger"
5,As described and like new
1,Stopped working after a month
3,decent for the money
5,Perfect condition 👍
5,"Good Morning, resien buy a cell RCA model M1 ..."
3,good
5,Value for money👍
3,Quite large.
2,It worked wonderful for the first 6 months
2,Save your money for something more reliable
1,Nice phone but no customer service
5,thanks
1,Total garbage keys stick constantly
1,Can’t even enjoy the picture
1,... totally defective after6 months and therefore my money was wasted down the drain
1,Not what I expected
1,"Good afternoon, it's me again"
2,The phone looked new. It had no scratches on ...
1,Don't Buy!!!
1,HORRIBLE response time to my smartv
5,Great iPhone!
2,but be prepared to buy a replacement battery like I did
3,"Not reccomended, better deals available: Read"
1,Have to be 2 feet away. 2 FEET!
5,however the phone was in perfect condition! Battery charges up to 100%
3,Basic but very good
1,Apple I phones are not with the money!!
1,Shutter sound
4,Comfortable and high quality
3,good price but little bit small for the phone as ...
1,The mouse looks and feels great. Unfortunately the mouse was dead on arrival
2,Mouse is fine. Keyboard not so much.
3,Certainly not a gaming screen
2,Poor Quality; Fails Quickly
5,... a public broadcast and compare different products and would love to sample this product so i can compare it ...
5,The phone was great it’s the best thing up but as far as ...
3,"cheaply made but okay"" for the money. Not for mac users."""
1,Cracked during application.
5,Good sound bass + you can hear better with these and they are reasonably priced!
1,Not a real Apple product!
1,Screen Flashes Black
1,"CHEAP, don't bother."
1,When i got the mouse out of the box it ...
2,Constantly disconnects itself.
1,Absolutely ruined both sound quality and noise cancelling capability on ...
4,Chipped after only 3 days use however was replaced immediately and now seems better
5,Similar to survivor
5,Had no problems using it when travelling to South America
3,Great for limited USB slots. But mouse locks up every so often and requires a battery pull to fix.
5,Looks just like the Apple case without the Apple logo on
1,It's been 1 and a half months since I purchased and just now got around to using so it's too late to contact for help No way to contact at all through stupid Amazon system
3,Great cables if you are buying the 6ft or less version or for non-4K
2,LED died after 1 week of use
1,Not much fun when only half of all words appear on the ...
4,Little mark
4,The phones were very good with exception one which had a little issue with ...
3,"No User Documentation"" was included. This made it a ..."""
1,Worst set I've owned
3,Screen is not sensible enough and not responsive.
2,Worked great for all of a week
1,Would not work with Straight Talk sim card.
1,Order the MK520 instead if you want a full size mouse
1,"Got this a month ago, keyboard is not the ..."
5,Great portable travel headphones
1,Won't recommend it.
4,Expected products
4,At first when I got it I had trouble getting ...
5,GREAT AND NEW!
3,Not all that good...
4,So Far So Good
4,Adaptor
3,It actually feels pretty cheap and flimsy
1,feel cheap and they're not at all comfortable to type on
1,Not for the hearing impaired
2,There are several keys that need to hit hard to ...
5,Would buy it again
1,Too cheap.
5,Good Product. Good Quality.
5,Great IPhone above expectation.
1,Just buy a new cellphone
1,Amazon does not give you enough details about the phone ...
5,Does the job!!
4,Cute camping towels
2,I could not pick up fine lines on the page which I need to be ...
1,Only Works Half the Time
5,Quite a great - except lack of wireless support
1,Horrible Keyboard Lag
5,I loved these eye treatments
5,I loved these eye treatments
5,I loved these eye treatments
4,Good value. Screen protector fiddly to fit without getting ...
1,Neither Mouse or Keyboard Worked
1,Not happy
1,Not happy
5,A really good smartphone at this price range
1,Keeps cutting out.
3,6th button does nothing
3,But don’t charge like my apple leads
4,other than that its great
5,Refurbished iPhone works as expected with normal battery life and ...
5,"Bought a second one, because loved the first one so much."
1,Seller kept me in a loop of e-mails/calls and I finally got bored of not getting it replaced
2,"reception is poor, the phone cuts out and connecting the charger ..."
1,DOES NOT WORK!
1,The keyboard was randomly working. Tried downloading the logitech ...
2,The mouse is great. The keyboard is defective as the @ key ...
1,Horrible mouse for Gaming
5,Nice pillow cover
2,Though the price is excellent for Logitech
5,Good items
3,Other than that everything was fine.
1,Not Working!
1,Worse Wireless Keyboard Mouse ever
5,USB charger plug
1,Mouse Disconnects
5,... cover the phone screen entirely but it is of good quality. Once you drop your phone you will ...
3,Scroll wheel issue
5,Reasonable price and good quality
3,but when it works it’s a great
3,Poor battery life tanked the purchase.
3,Not unifying receiver
1,Pass....
3,Good while they last
2,Zippers are for one time use only
3,so it feels like it will fall apart soon
1,Unable to silence shutter noise
5,Phone looks brand new and in perfect working order
1,If i could give minus stars would get 5 product ...
5,FM frequency transmiter - hands free - AutoScan feature - video attached
3,Mouse is really small. Keyboard and mouse need to ...
1,Don't buy if you want to use as a keyboard. Makes an okay shelf.
1,The phone is already shutting on and off there's definitely ...
1,Junk. Avoid.
2,Too small
1,which is not useful. So I hooked up a more expensive
1,So far I put the sim card from my old ...
4,Well worth the money.
3,not bad
2,Scroll wheel stopped working.
4,Fits H7 perfectly.
3,"Good layout, Mouse is too small"
2,Don't believe everything you read about this device.
1,"This item isn't eligible for return."""
3,The Havit gaming mouse seems great for someone who just wants a cheap good gaming ...
1,I had for a long periods of time and the ...
5,It's absolutely beautiful and the colors go perfect with my daughters room
1,Keyboard Frequently Non-Responsive
2,bad
1,I really don't recommend yyou to buy this cell phone.
1,Do Not Fit
3,In my opinion needs to be bigger for the 6s
5,Worth buy!
5,i love it!
1,Worse phone ever purchased
5,USB iPhone iPad sync/ charging cables
5,PERFECT ENHANCER TO BOSE SOUNDSPORT
4,The cameras auto focus may leave you disappointed when you go to view your picture
5,More than I expected
5,Loving it
2,Not too pleased
1,It only charges for 5 minutes at a time and sucks up data time for some reason
5,Micro USB conector.
3,The phone is perfect except the button to turn off the picture sound ...
1,Stopped working properly after 6 weeks
1,Save your money.
5,Good protective screen and easy to apply
1,BUY AT YOUR OWN RISK
5,Great set
4,It's not the same quality as the original cord but it works that's fine with me
5,Good products
2,Please dont.
1,Terrible.
1,Horrible Connectivity
1,Horrible Connectivity
1,really bad phone
5,Works as good as OEM
5,De box packing is very bad
4,"Really good quality, well made, simple installation!"
3,Be carful not to drop it the screen will shatter
5,but all i know and love is the gel is not sticky
5,but all i know and love is the gel is not sticky
5,but all i know and love is the gel is not sticky
5,but all i know and love is the gel is not sticky
5,but all i know and love is the gel is not sticky
1,This product is not compatible with Windows 8. 1 ...
4,First Amazon product I've chose to review
3,but sometimes it has ghost clicks that can get annoying. It's nearly impossible to click and drag reliably ...
3,Mouse too small
1,TERRIBLE..
2,Pay for next day didn’t get st all Amazon have to give me my money back
1,in reality it's only Going which make it useless for internet
1,Not Worth it.
5,Works on my Galaxy S3
1,Refurbished more like belongs in the trash
1,Failed to fit the description.
1,The phone seemed to be in excellent working condition until now
5,love my new phone
4,It shows signs of wear!!
2,Pretty heavily used
1,Don't buy this combo
5,Work as advertised!
1,The leg for the keyboard broke within 1 month. ...
5,Great quality why pay more
3,Stops working out after a while
1,Defective Product
1,Stopped charging
1,threw it away
2,The mouse which was supposed to be compatible with Vista ...
4,Bad battery
5,Excellent Phone!
5,Sooooo easyyyyy!!!!
2,"The mouse works perfectly, but the keyboard is a ..."
5,Perfect fit!
1,Won't last!
1,Got a bad one!
2,No instructions. HP MyDisplay program crashes with Windows 10. No fix available.
3,Keyboard = Great. Mouse = dead meat.
3,this worked great for a really long time the wndows button popped ...
1,"I received these last week, & so far 2 ..."
5,does its job
5,Best buy of last month.
1,Would be careful before purchasing. My son was so ...
2,Worked great right out of the box for a couple months
3,The one I received has a bad left Shift key
3,Range isn't great
2,People can't hear when we call them.
4,Worth the buy
1,disappointed was an understatement at that
2,"The side buttons are garbage, just complete mush"
5,Works great so far
1,Keyboard doesn't work anymore
5,Must have to keep your Wonderboom secure
1,My phone was not unlocked
2,"I purchased for my office as a second screen with my Varidesk and my laptop looks better, even though the screen resolution is l"
1,"Intermittant typing, very frustrating, after only 4 months. Don't recommend."
2,they told me the battery was bad and for $30 they would replace the battery
2,"One was defective & the other is working good, so far"
1,Buyer beware!
1,One is working fine. The 2nd is no longer functioning
5,Sound as a pound
3,Require more power to drive than I have
5,Great solution for protecting your iPhone X
4,It works very
1,Rip off
2,I can't really say I didn't like it but it would not charge so I returned ...
4,But over all the phone is good. It didn't come with any apple product but ...
1,"Horrendous, laggy, battery guzzling keyboard."
5,They have a sturdy nylon braided covering and feels it can be used longer.
1,On y  typ s half of the t me....
1,So disappointed! Will be returned
5,Big pocket phone.
1,"My calibrations started to bug out, and stopped working ..."
1,BAD....WORST!!!
1,Battery was dead
1,I like because you can you it for WiFi but it ...
5,So stylish
4,just what it said on te box
1,Scroll wheel is horrible.
1,I liked it. Then about 4 months in to using ...
2,Wireless Lag
5,"Great product, cheap & new"
5,iPhone 6. A great buy.
5,Total sunshine
1,Not suitable for gaming
5,Excellent.
5,Excellent.
1,"Come back from the quality abyss, Logitech!  Mouse dead, feels cheap, dead batteries."
5,love it
5,love it
1,It is a deft. They said this phone has ...
3,Works...
5,"Arrived safe, bought as a present and the recipient ..."
2,No write support and I could not use the product ...
1,Purchased this mouse because I go through mouses like crazy and I can't see the point in purchasing ...
3,"Great mouse, but don't let it fall."
2,Horrible at wifi connection unless its strong
1,p.o.s.
2,stopped working after 60 days
1,Worthless
1,Worthless
1,Worthless
3,"Great keyboard, mouse failed at 8 months"
3,Not for those with small hands!
1,Bad product and customer service
1,Non functional
2,Not comfortable at all honestly
2,Seller - Can you help?
1,Frequent blackouts.
5,Great product!
3,Curving Problems
1,Muy mala calidad
5,Gift Purchased-satisfied
2,Not heavy enough or smooth enough on my gaming mouse ...
1,HP monitor is  crap
4,Good tablet
5,Great festive lights for any occasion!
1,I bought this phone about two weeks ago.. ...
2,Very cheaply constructed. While I kept the keyboard and ...
3,"Sadly this item was not really what I needed, ..."
1,"Complete garbage, don't waste your money!"
3,Wonderful Hardware Let Down By Poor Software
1,This phone is CRAP
3,decent but shipped with a scratch or scratched in transit
1,but being left with zero recourse is annoying.
1,Gross! Worst Purchase Ever!
4,A nice AirPod alternative if you like the sealed in ear style but the price premium is hard to justify
1,"Wouldnt recommend purchasing this, very dodgy and strange."
1,Connection issues and long response delays cause lots of reworked typing
5,I started searching for great under eye masks and I found these golden treasures
1,"Not a good keyboard for those who touch-type without looking.... No raised markings on F"" and ""J"" keys."""
5,Absolutely love this phone
3,Loved Everything But Comfort
1,... 6 on Dec 19th 2017 and everything has been fine until tonight when the touch stopped working
2,Its ass. The side buttons dont do s***. ...
5,Great value. Phone looks and performs just like a ...
3,This was a great solution except for one thing--the mouse is way too ...
1,Keyboard itself not to bad action but wireless connectivity horrible
1,Don’t buy or you’ll u cry🤮😭
3,just ok computer mouse
3,just notice that sometimes it would not work if my ...
3,It has some useless keys at the top that I wish it would ...
3,More care could have saved battery life
5,Great phone works and looks like new
1,BLU is not a good idea
5,They are beyond great. Quality is awesome
5,Great value screen protector
1,the iPhone is too bad!!!DONT BUY IT!!
1,I probably just got a bad one because my roommate has thew same one
1,Right Mouse button is worn out
5,great phone for the price
5,Wow! This phone is a dazzler! :)
1,Never using wireless ever again
3,Looks great and the kids think it's cool
1,Not even worth it
3,Does the job but keyboard feels cheap and somewhat mushy ...
1,This mouse I bought was horrible. Used it for one week and the usb ...
2,"Mouse looks nice, but the scroll wheel does not work properly"
5,"2x 10ft and 3x 3ft USB leads, all working perfectly.  A great buy at a great price!"
1,Phone quit working and it's not even 4 months old
1,This phone dies at 91% and will not stay charged.
1,Not worth it tbh
5,Fantastic
5,Fantastic
4,Works as advertised
1,Worst battery life
1,Very jump - even on a mousepad.
3,"Mouse is great, keyboard is only so-so."
5,Good buy!
3,Mouse works fine.
3,Returned not wall mount
1,"Although the this phone arrived and looks in good condition, it came with a battery that would ..."
1,no usb
1,Product came in defective... How did this even pass quality check?
5,No faults
1,"Got the phone and everything seemed to be working fine, but then there was a terrible data issue"
1,Absolute junk. Buy ANY other keyboard.
5,great deal on this phone
3,I probably shouldn't drop things - but a bit more robustness would have saved me some wasted money.
3,Eats batteries like a child on Halloween
3,... not a gamer but this mouse makes me feel cool and the changing lights on it are mesmerizing
2,I gave it two stars because it would have been a nice phone if not for those (major) problems
1,Stopped working in 3 weeks!
5,Happy with
5,Great Cable - Great Price!
3,Scrolling roller in center of mouse is flimsy and does not work right.
2,Beware: there are two versions of this product
1,Hi im sorry but the pho e is not receiving ...
1,damaged
1,Don't Buy This Keyboard. It is worse than a toy.
5,Great Qaulity and Color!
3,Yep
2,"Worked for a month, now randomly disconnects."
2,No option to block callers like my old phone
5,Just received the iPhone 6 and it’s in great shape plus quick delivery
5,Buy it
3,Phone other than getting sim size correct works great!!
1,very disappointed. I wanted the phone for my cousin's birthday
1,Cheaply made and unreliable
1,Cheap but garbage. Avoid this phone.
5,Good value!
2,Not good for cs:go
3,If the circumstances with my carrier had worked out I'm sure I would've been very satisfied. It's a good phone for a great price
1,Tab key does not work
2,Bad connection between receiver and mouse/keyboard.
5,Brilliant case for iPhone 7.
2,It is good for light home use
2,Very high fee for a return item
3,Limited distance max 10 feet.
4,"really good, but just received one that came cracked"
3,Its not compatible in one if my computers and this ...
1,Very disappointed in Amazon
1,DID NOT WORK
1,"Defective device, No value for money"
1,Trash after only 6 months
1,you
1,"Keyboard is unresponsive, and very slow"
2,A month later...
1,El telefono es 2g no agarra casi señal ni internet
2,too bad..
1,Not a good fit. I have to play with adjustment in ...
5,Five stars so far have no issues with the sim ...
2,Great layout but bad lag problems.
1,Worst customer service I have ever encountered...
5,Excellent cable
3,Battery issues
4,i love this case
1,Terrible - I was trying to replace wired Mouse and ...
1,Horrible buy
2,Not conpatable with straight talk?
1,"Poor range, mouse interferes with reception."
5,Good product.
5,This unlocked Cell Phone works beautifully. I would recommend to anyone seeking a simple ...
1,The cellphone i received had a broken battery when i ...
2,... corner by the camera and the battery was also bad so it dies at 100% and not charge
5,Love it Love it.
1,Not very accurate
1,"Both in ON position, old and dead batteries."
1,This is a horrible product. I should have known to return it ...
1,Laggy disaster
5,"It’s a good phone, came very quickly"
1,Broken in 2 months
1,the sound quality was very poor. I would have replaced them but I can't ...
2,Terrible battery
2,... the battery runs right bk down so fast I hate that and I just got it yesterday
2,Even for $50 i wouldn't recommend the phone
3,IT WORKS GREAT AND ITS REALLY GOOD THE ONLY PROBLEM WITH IT ...
3,Not that great
1,Very Disappointed- This Item was a retun sold as New
5,It's a great cable and its perfect for when I'm away for ...
1,The receiver dongle was missing.  Super inconvenient.
1,The phone would shut off in the middle of using ...
5,good product. Thanks
3,it's not terrible. But I've only had it for two weeks
2,"Fun to look at, but died in one week."
2,I really liked the phone for awhile
1,Not Impressed
3,bought on impulse
5,Great replacement tips!
1,super SLOW
5,A very good phone for the price.
3,BIG mouse
3,It looks cool... but not good for MMORPG gaming.
2,Bad Mouse! Not worth the money!!
5,Mobile Excellent.. good size and acceptable quality
3,Ultimately fell short of expectations
2,Good mouse except that it randomly and continually clicks the ...
1,Physicially it looks nearly new and I was satisfied with this phone until I found that a call ...
5,Excellent Product BUT I Never Wrote The Original Review That Was Posted!!!
2,I would pay more for a keyboard to work consistantly
5,and is easy to set up
5,Good case
5,Good case
1,Complete piece of trash. I lose connection with the ...
5,10/10!!
1,Misleading and product does not work!
3,looks like new however the cord to the iPhone is clearly ...
3,Mouse Won't Track
1,Only the mouse works- the keyboard will not work- and ...
1,Does not fit in an iPhone 5.
2,Mouse is comftorable for me thats the only good thing. You can't click on the middle scroll ...
2,Amazon shouldn’t sell these with bad batteries
2,Kind of annoying when you primarily use your mouse wheel to scrll ...
1,"The phone works fine, however I am HIGHLY unsatisfied because there is ..."
5,Works great!
2,It may be a good idea to spend the extra dollar on a better ...
5,"Beauty, slim, fast"
5,Will buy again
5,"Works with QC 3.0, Great Build Quality, LifeTime Warranty"
5,Excellent! Actually works!
1,Very annoying.
1,I bought this item and didn't need it right away ...
2,"Got virus probably two weeks after purchasing,"
3,1 for 2
1,Terrible. It arrived broken in pieces. Very upset. Waste of money.
2,Faulty mouse-wheel
5,Great Value.  Very Comfortable.
5,Quick to charge
5,The phone works super great and fits my needs
2,"Up and Down arrows, mouse work sporadically"
3,Not bad for the price
1,Do not buy this!!!
5,Good quality iPhone charger
5,Coolio dudeo
2,Be aware - two different versions out there
5,Outstanding! Perfect clean fitting screen protector - no dust or bubbles!
2,"Ok mouse packaged with a bad keyboard, buy it if you're feeling lucky."
1,"It wasn't fast enough, and it didn't have enough ..."
5,but all looks good.
1,Cut off its Tail with Carving Knife
5,It’s worth it
1,Great Price but the keyboard and mouse constantly stutter and ...
1,"The phone doesnt work well, the base band is ..."
1,Mouse turns off at random
5,I received it right on time it is a good phone i can recommend customers to buy blu take ...
3,"Good keyboard, erratic mouse"
1,Bad phone system.
1,Worst phone ever
1,Worst phone ever
1,"Get the phone on time, but the phone will ..."
3,"Good condition, possible battery issue."
5,Great find
5,... have a big fan base on YouTube I would love to promote your phones may I have a free ...
5,Good screen protector for the price
5,works well for me
3,... since ive had it the paint scratched off very easily and the scroll wheel feels terrible
3,eehh
3,Pretty goood.
2,Didn't even make it a year.
5,does what it says on the tin!
3,The phone worked fine; although
1,doesn't work
3,Quiet keyboard - super loud mouse
2,Impulsive Buy
4,old and it's just like new.
1,Please don't waste your time and money
5,Iphone
2,Glitchy
2,if it only worked as good as it looks it would be great
1,I am not impressed with this phone. I can't ...
1,Headphones and Speaker both look refurbished. Definantly NOT new.
5,iPhone 6 cover.
2,Overall phone is pretty good but for $10 more you could get the ...
1,Rubbish
4,Ok but....
1,Not recommended
5,Very pleased overall.
1,"The phone didn’t take charge at all, I returned ..."
4,I love it but is not working well for my plan ...
3,This phone was sent overseas and when it got there ...
1,Pretty and all but don't buy it
3,had a bad key on it
5,Top Quality Headphones At A Bargain Price!
1,Off kilter placement
5,Good purchase
5,Good purchase
3,Good Price
5,... this item as I thought it would be a perfect fit for me
1,You can not mount this monitor
1,Keyboard can't keep up
